,extra_noise,0.0,0.2,0.4,0.6,0.8,1.0
0,0.0,1.0281582861680096,0.11448531120587901,0.15399515628785773,0.19145262063943105,0.19145262063943105,0.2151993054319905
1,0.5,0.9912477358028929,0.1410910168024905,0.20652763664769713,0.20652763664769713,0.3165548423584193,0.3165548423584193
2,1.0,1.0144764054537339,0.15200370936800267,0.29009686042679556,0.3513389730137644,0.42787912401349537,0.42787912401349537
3,1.5,0.9971668210891264,0.2177833391223194,0.31794160719145353,0.47787476104182564,0.47787476104182564,0.5919843765174752
